x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
70577.03177993765,77412.11695758629,101656.4058673703,68394.4877526314,50918.739075612764,31472.926746485122,27792.14068147078,23211.447881947213,18740.853336877284,23278.948588935316,28260.908809897188,32184.090673012666
57846.08879699512,63575.463459886974,76334.54636152298,47092.66544366281,46892.66255610325,30606.109036889375,22891.462198295812,16598.88392362262,16680.90407154985,20909.928080198973,23880.213830869456,38047.192070344776
62403.198540553676,63898.42875429225,70853.79756444509,58752.29883976034,44680.62174406839,41443.68893700478,24762.99626133889,24577.32364893121,18497.175047914683,24968.662985935985,37407.535340354996,70037.18531333277
66681.05367850952,51137.65426721213,44932.0413474857,45599.31080626539,27629.170838317455,25173.322377782806,17405.189502646397,12777.300930108462,12480.478638959105,18711.03713476821,22633.448572128138,45794.9369778189
63675.078263560485,55346.64759248196,50106.4480957983,45947.54446108134,38892.61250804168,23743.083738849084,18346.521755940907,18533.3216796374,14397.90870652861,20030.79537212282,28283.2830126055,50204.56379584783
56680.02368551365,60001.01949994335,41534.028529391086,39386.48905088705,30122.432021709992,28031.114756253988,17128.879465134283,15776.906261772077,17472.443177305246,19960.758560680446,27412.36000497894,60594.472087681774
56218.9152732073,54723.92712211954,62443.32444794078,58757.6592059733,54611.56402896154,55098.92098786521,44241.021125779494,29629.715499573693,28023.952070408628,31041.099286627985,36622.63926350551,51672.26642716643
64703.554333496795,90100.9843174922,110822.91802838126,81110.03451146946,58321.41558725473,42702.89231314898,35522.86164206189,35966.82786386724,23642.080952947745,31239.653200543213,45154.96934211866,54146.4863953249
71935.55434150397,76594.59659647758,70283.89406833127,82464.01394590794,69904.92013493301,46794.00041365083,38637.524062714736,24556.632181857032,21087.261320572718,22684.371963124795,31638.267568680265,49072.04953263457
57064.30574704287,72614.66907840631,64777.20916387349,43433.390666145155,40864.615360260155,30973.099603481725,22906.93296673283,17173.122124564976,20044.528068661468,27204.66022575134,41035.85956285384,54653.84616354646
72789.78297275964,78692.45848888415,72363.66102620748,55292.63723546599,41632.12346220108,36295.30519937145,27010.91468774602,24267.580584868483,27271.013486154803,30645.948727215215,50744.29516350621,73685.93200515622
53799.85588017093,53700.38640181378,53453.72966489307,60026.495363885675,55581.025441556994,45419.280348128836,41948.70879219584,33830.14888024396,29695.587315009903,25698.50652996818,28045.4226712852,43134.7462405512
61564.466071089,53484.539223146596,51283.973485833245,36964.35455954499,27116.653604806364,26561.722523224576,26559.666178585667,20123.11188384759,20075.518663772385,23358.88847507894,27193.65550674696,31365.968918971732
52070.831552678275,42745.9549099852,43601.486400233436,42395.25236722332,37096.955121746076,35420.26661907427,30765.246563895682,24971.59538352065,25125.925028180984,27658.206349217347,35469.66280633983,55670.899334485985
48273.86814635986,56485.466313351135,60605.892279160464,46693.76970745085,42451.285232425,32436.13635080239,32264.051354337756,27371.35664360335,25101.17449640436,27979.43491165382,38544.09546659944,56942.54904215101
64898.54097882466,76811.82710295243,83552.06756492812,70302.10226088161,41043.07227707918,28955.73705630911,20221.399301626767,15497.332671201591,17025.71778103323,19938.006227331203,24079.814574956526,29350.19606119223
59738.31331678833,55082.49057636722,66544.17295554126,64075.00971340853,47382.577229882205,39938.86190852759,36217.763210718396,21574.192507502255,19696.38691021084,27271.095840685488,33350.82470070263,51894.09157092732
61409.33887917198,55125.034320547784,62707.01559579149,44534.87440614917,34127.00273439809,23428.927107577147,17084.947260296743,11014.252247801374,13097.11577739121,18400.56684768936,27399.436238780996,36596.758273498825
49643.93431240469,63965.23959900761,41896.62052153764,39548.32682724808,35733.982889721796,35510.03255621432,31359.287258742537,25715.795150989565,20015.08771462712,18138.179664326235,28230.640640953072,35417.446145839145
55902.31467821372,49143.19610757464,40262.54663304188,37968.57701210808,32568.618166848795,24178.356686570765,17843.51712337513,12872.279798935815,14009.453952155543,22595.864662636486,27241.089881761272,49173.785701520974
57167.42598179858,68164.55745873565,66946.09477460287,48973.84271396116,28143.256745202696,22312.16257495251,18423.636028292774,16725.374208301768,14161.045342635662,12845.783621758974,19998.282846809863,37759.30044064764
48730.586284039986,51812.75424836552,57072.72252490575,57931.11385690987,44444.636378515206,41845.80236531807,29051.235233260933,22063.684623445806,16196.079799232124,20561.724110181978,24502.725283424777,42245.86955577043
65471.64145251531,72693.56813909356,58946.739199676376,49019.72858234829,36531.41246369719,32978.51933039131,36503.59817655127,28121.519474722267,18518.43199942665,16155.521264488207,20373.943255926326,31441.275044314814
79267.02776941156,66784.39092021958,53676.6714353064,52882.09855198896,46705.770238466896,39251.147819534504,26185.755038005005,26904.61527149938,24669.24112717928,23266.048269045375,27705.94665284643,56121.773609987395
73037.54556790514,68268.33604562625,73074.79006684231,59895.13452930831,54692.66959275963,29395.153382898498,31874.405034717234,20498.423898042394,20288.688505708677,32766.10840236643,44624.817971263896,68511.16085498768
82860.34214768834,96472.46223012841,71950.16904475121,51721.891999965774,41095.74443197425,34966.191160430455,30698.559192017197,22551.42684709696,23761.620644943476,30924.98593481065,45935.77221060486,53986.19599124642
67867.35727809613,86107.67277222284,62628.8306971959,31378.269198370916,24557.537729907046,21036.77790877714,17424.572043080276,12751.626150093847,14665.103151802718,14644.978428105573,15515.032117544813,29219.17043017897
42664.75948964319,58208.04528777382,64992.959188498615,45765.41942675466,45187.32477907055,35249.61861583057,25244.888251678578,17510.450237930807,18419.861011815097,20212.66454933083,24185.692280198367,37022.32853389251
