x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
3902.9763605059384,5150.044218779804,4154.235695299985,2889.1816868173255,5187.875573673116,3208.946215071114,6411.045106604195,2629.71306718902,6496.867222341104,12459.510299352763,4978.828298696062,6414.0983121329145
5500.6641509861665,12774.895114457267,18063.182135641815,5531.8585020162645,5434.064638605773,6668.283261807447,5607.912880658258,6390.141095205113,9636.808513497264,9541.033471235987,6624.981555722319,7521.907791629671
6455.840768947271,14355.277401642874,5356.714466654514,3312.27427446721,3671.6851091883987,9595.603699348512,7274.775653135638,4219.393155163149,5052.9103002706925,13631.776879547553,11094.260679926994,8129.06584883929
4704.537966974957,4431.298578291932,4460.2277176440275,5497.481566245537,3070.3122572345387,4322.205897690521,10666.838849439895,7778.459806242218,6910.764974171516,8609.488009607234,11437.660053115575,9314.46004044552
5055.291376345536,6446.347389270741,7016.449321291276,3719.5987737944206,6437.27413064466,14281.45039749192,10872.219150759589,11987.75605481602,5126.454493619662,12758.029048277309,10113.419711234099,8641.504626191938
5561.690493094213,5146.337084413944,5272.5762861427775,6411.706628171712,5283.497459923482,5683.749859675184,11101.338709619637,12931.22601550754,12062.260966226992,9985.505226486612,6008.57752180386,13103.873686169973
4671.934146065363,4222.354191125043,3730.4507719373746,3944.8629542537924,3968.40933737571,5757.269469354714,8962.141388704451,12599.58890043257,24132.057608898827,24628.45425798368,17967.409018445007,33310.252985770305
7140.089714639694,6216.062997894266,7026.504939866551,5819.722000622884,3876.7140964931427,6205.132828111428,8192.614676664594,7561.529436078059,3626.4047054141924,8196.984891434138,4351.158413515443,2415.4969632089296
3081.4391235767353,5897.56629681937,10273.072674451561,7880.65561355985,9075.655813633906,5359.804472504715,9502.48955656341,14138.182747923587,12364.765988741468,10919.766335302778,6095.6018936843175,7636.536811611564
9555.255307659963,9412.18471803852,5510.2605669894565,4000.12603365805,9128.6602928016,15480.405038057119,10482.77063070664,18763.60839349346,22347.396735621558,13745.589220915967,5436.591293639019,6368.711006686959
5817.352738994803,2987.950741953862,1971.9069381586567,6210.31629362343,6546.956221878701,6900.331100912316,7046.280379330643,9682.101311521503,5294.967065420582,12647.51653498785,10607.29753976218,9417.16314931129
8446.2531131551,4703.083132322613,3769.1828277674085,3377.30578621561,5628.616106876266,14092.57149681817,11427.601862476871,17701.548881960527,10788.005327964675,15226.243026014914,5078.359505005337,10746.796822240325
6680.885969808079,6239.1763210820045,2267.7300622991615,5187.007296651331,9582.235064931117,9755.089131738534,10733.862866875077,16890.990132009993,15341.338224283983,15276.384092950731,17987.834031079037,14703.797079252114
5535.872866193597,6267.337571685623,5273.924002877439,10017.217160853002,11349.049335215597,12777.962443923989,14582.234158324853,8024.266652376288,12628.695552797713,9411.441685414055,14188.076133437375,7242.39818579421
6662.875752726389,7131.473206802709,7020.001045363172,4275.922271985312,2810.581086190622,3922.8083303085623,8964.856602683014,7192.6754075646495,19227.11718746392,47678.84463900822,14760.247714478157,5402.104955006118
8631.6090019591,7100.102329350057,6582.691532305145,6475.474025550009,9865.195963075714,6720.683222176725,11458.33872763015,6566.0040241327615,5993.227595759846,5487.718046829101,7228.98328729023,6669.116616012756
6241.34487625403,10489.213388140663,8124.3586213619055,7040.796271755038,10555.322298259502,17428.93149650161,11943.64469081198,5136.997531264072,6293.929068766773,13835.364332237607,4367.520580316716,3699.8223274063585
2275.0684068488517,11562.313184735425,4487.815902974906,8834.29489217695,11909.613059021478,14090.054987057416,8566.897868967175,6906.982424958578,5458.825337404289,4103.949526753279,7241.522341407237,7324.597102345607
2627.5754712698017,2938.809053242177,4861.5222782424735,6745.123440142789,6281.150683090371,7594.447596748158,7983.362298522691,9841.462512753738,7132.249778985064,12048.829523567303,3297.547935940786,6031.208725064779
7632.335940022519,10506.617234490228,5888.277547512484,7332.464842075484,7308.262009191106,4518.062583486745,5287.553224624018,3172.5780058710766,5616.6343220011895,9274.724949916781,5567.5091599963525,3733.273009083903
6956.854160058638,5756.047800805005,7831.246365929774,4027.98898218573,8583.382997125815,16227.397495190464,8677.192274053128,7066.908828044966,5246.342760207077,4188.247368786549,4725.150840965568,8359.518598437115
6520.618934917917,2847.6653672165407,3072.1270134424317,4071.7957127284953,4115.77743990161,21555.29558010689,16218.800551186203,10693.940089146634,10168.089087280738,26015.11128026464,14305.643449981533,5478.266345745329
7939.733317074201,5122.210841072066,2966.1384460899058,5860.05539959459,8176.997701991913,12301.261252022485,8276.693575142726,12215.893074894633,16085.30947016862,11424.549548095376,4802.101143891253,3237.6254932872844
10068.04460789869,7505.155031842011,6618.59501198353,3683.3898368420523,6564.8008608982345,9663.544418722775,10810.057637664595,13275.007953361523,13947.789452875546,37954.962050783164,44220.63054843239,31731.5604862513
12872.168940082434,16446.03297166501,23537.156854984703,13159.35045689491,13812.485511191082,15974.548996076115,7879.397581980965,11946.932746848752,18326.229009111834,32077.54839444248,25059.718743159126,13905.438799939431
5876.217557676947,4582.000290763422,5822.194909581373,7949.098656439616,5194.819011147881,6025.477233344482,20840.110581945595,21859.122041667335,23789.16874885246,21950.078560113532,20810.066929967226,7722.477019968124
16622.606615574543,10058.555990479474,10889.203513488077,6038.429954540928,5670.704268008962,7930.770162269637,5035.172552379416,5414.625516190412,6048.86027622075,14921.59236758639,3576.168613605049,5929.3561762764775
5583.8916716604745,3341.2673880018324,5778.120015546285,4515.250822792888,4274.886530273446,5194.895495919726,6717.095312251215,3845.1977172461397,8181.327435774677,17699.949790673003,11205.532051546365,9645.685965678324
9940.756765528606,14467.425090094855,23440.027600112233,11304.00654183839,5201.910661906393,6546.585123998402,8517.500580985305,6039.585912159131,11026.81960114055,10447.267775853676,5965.2421713144895,4918.140587091899
2752.39506425487,5044.322055050636,3224.1406983626125,9589.292211305801,8201.479366157693,9574.37049847082,6548.207798890822,6153.700298186206,7043.24039152582,8911.718072196922,3931.2528773715126,3808.7628575137437
9522.057062516775,9895.619004874014,5018.829824639525,3388.1377239109047,3019.653919652824,7161.135459542176,6570.375794779727,8991.498414702337,8995.415398999641,12318.189907372807,14233.469024972857,4407.773796125459
9637.862342667742,3572.4601422644882,2732.863679055298,3926.219543722222,4816.864275401502,4436.09077294953,5261.912466187561,11282.138502373784,11530.852148786016,17482.58418653841,13155.262122858752,15791.124517854863
7616.025533049911,9652.132673660952,3775.055517791055,3179.496627302395,4701.1933405469745,7932.9136088159485,8312.912444627764,6274.96353442646,9470.16679642506,16526.713774156186,10851.240172811653,3862.925749964859
4457.925470648595,5749.508323483047,5511.297695998544,6790.111879527819,8863.71081169809,11941.763440560058,12826.67740864121,6623.070507659973,5206.094035109481,12860.399142064827,9975.52501437184,4214.975709065344
6850.255070969872,13148.08090517798,9463.72277109557,6515.033142616609,18338.102471199763,39289.55123707349,30077.55099274175,15639.40373860813,9169.822463911034,11849.11472951701,8724.265755633276,4668.721318897364
8676.742618471737,6692.857575041192,3416.109907485687,4245.41364689952,8901.825024297159,11855.010951212522,8014.1977770266385,7089.787215884265,12750.917018266438,10670.407593126209,4888.631232737001,9906.164094692656
