x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
13327.767347186356,18841.18960707962,22032.923029222875,28045.035232570255,20245.977436388337,10289.723175167841,4354.996342740835,3814.546752350693,2120.7673732620046,1994.9843067332333,3574.3684904922416,7599.367408523744
18528.164095387212,31080.044822203,30342.027049121225,29713.496301991327,18910.456624059418,11557.130403612517,5321.377436699882,2599.180019498201,1896.6502828925588,2325.4574521890313,3083.2996418900498,8711.23468514075
13609.899572310876,21163.985275526105,27015.68650755476,23250.27126449323,18042.093363889308,8523.716773154796,3730.1757792115927,2687.1844965013865,2113.8872071006726,2291.7559315972967,5443.183361846467,11834.157163150618
15030.104710489155,25041.677273149697,31446.323683851115,36751.80810021342,28202.35687362647,11905.722633863554,6491.369130837384,4318.434740861159,3111.3070276522135,2935.122021525183,4501.037732953462,8564.255745937033
13138.290070653004,24965.49098432645,29948.58201579324,25210.843021026587,22518.606928179615,11883.929327450196,6594.383049944431,3797.8295110540917,2360.276067389053,2010.0116198966562,3364.661959287432,6534.403556494837
19240.668219582825,24588.547954946673,25123.228381817094,24536.156528845928,17425.737180534223,9732.133152321088,4176.514862655128,2811.846861805154,1844.2162850207505,2217.36152885236,3956.1853732856007,7131.854695744136
13473.712537010997,21527.12148486635,27459.806816034925,25753.70460003848,25534.416579780478,12132.156408386349,6137.545803284735,2987.1415271942756,2310.0299076702554,1978.8230027482955,3366.180620106435,7090.71792698472
14747.692209542023,19937.00840504546,23669.23205334806,25257.445374612085,18157.809317692998,9827.911878746112,5288.175212181269,4225.237621777384,2997.2354835409096,2500.687167731455,3661.2574936221035,7212.385291672817
14373.735220485367,20031.039058056158,29797.972613985603,26927.704464512928,24056.655801383768,12924.275291561418,8309.026556471026,5085.465029450335,3241.5880779910685,3165.1792821777804,6257.696035347641,12304.83534301782
14690.96716843465,21052.83948966286,21351.662200373612,23797.055096421824,14961.812761885421,10457.732884984234,4826.073428088209,4026.502647283686,2779.3240732250792,2673.6176856162137,4196.05566318315,10198.474713586009
16390.936745146737,19512.187774846338,23903.25889653523,27588.580217421524,20354.515578305185,10663.425014041917,6321.6582762967,4334.902389291784,2749.4964862094957,2893.31530685754,4453.715387723293,7759.683541300061
12523.624030767836,16933.76196679968,24914.34110578796,21326.873691191024,15464.982412201854,8449.199386337243,3992.8951310606294,3099.1285579344885,1892.2280700121532,2279.849805606031,4649.874336499613,10488.438703904038
11476.562504978923,19682.66157664039,25768.600672332163,23187.46463702117,15874.755890490063,10198.59108616679,5501.5234957416615,2879.192391907563,2169.410824541454,2798.8093635797413,3721.322374928908,6587.7981939288375
14293.711963987858,19610.589690581044,27233.407527226267,34635.027975640325,21969.33201812708,9489.993497392188,4535.978257887837,2383.8838879645627,1849.8999787534094,1940.1331104329417,3636.9883572458602,7523.122955819159
16451.535006912833,21428.30557290939,25839.51527617554,31370.360478154165,23530.539057241735,11424.657708483406,5617.723935921372,3474.7387727735977,2579.8366908229123,2580.7994263089713,5120.059861333453,9254.982279386395
15240.77706022801,22644.361359891565,25751.85499061576,33821.76006034479,28408.38490675464,12235.879193969939,8421.583821377015,5511.22651962634,4738.626929720036,4022.9101306101393,6259.19548493975,11046.674528019996
16276.04320157829,25116.60680928865,28372.4056542787,31390.946041070223,20808.34831021102,9607.843738329566,4478.192683474695,2899.5201939363837,1716.3032711597568,1835.600778920901,4144.505766600055,9204.499948779094
15947.467648251937,27713.930496366746,37533.17427561635,39639.682783565346,28769.05958059337,14783.957053945436,9033.149466588507,5645.583830251275,3913.5814851223,3392.701415845649,5011.728718680811,8368.00122057719
14662.258265548491,23182.84465688081,23632.3459498693,22459.65360295625,17407.905015472938,8959.576298669845,4890.24738708869,3514.958581555355,2629.2920965254298,2449.9307302678144,3723.0804847137397,7114.914810136754
17264.271091696774,20501.81938870603,33313.02253990645,31534.895550817997,28436.713103321785,12750.932012688723,7563.372148379072,4895.555893446725,3108.8293849555234,3148.1823416181733,4855.55014232137,8248.993042637258
12809.21069410775,17165.07813806239,18426.45216838726,21597.276129169917,16913.915577129523,8765.656337714416,4270.012784022004,2438.976991768244,1712.875909127217,1939.1937463588338,3034.019708639229,5976.054665760338
18361.089946296623,31224.915670147508,42157.433227116766,34250.09138223063,24355.571912886964,16605.97361880121,8622.265832332101,5084.133322360784,3847.653416077931,2712.601415022484,4351.259436322766,6168.129939214078
17213.94536687414,27980.758899087257,36683.26747423301,35092.45816077173,22565.003178683743,11900.096886168281,6061.833425251055,3965.4086810583144,2496.633770419168,1904.0518706219261,3603.339098956998,7909.067271217613
13167.095352309036,22671.038641967825,29374.799433236487,29773.52112792744,17150.88567209086,8262.532222504951,3499.732772702766,2095.3160826690737,1381.8825295035945,1689.7415720736312,3292.4079697813945,5893.607614121187
14944.795366210083,27140.195335934994,36542.56693184362,30695.714147786828,18592.30347578014,7450.9976023656,3725.9800104517844,2786.9376197477645,2270.3189206799775,2543.738248762463,4164.232768966798,6572.198914767042
15185.715523629757,23401.92918987044,27798.945736698286,21997.69019937372,20854.338896557092,8373.980960282228,3609.837724285398,2243.9255705369546,1744.6789451641423,1982.6116357434755,3030.49662591237,6181.833991129538
14677.572406635238,24426.850673659592,30345.35586899036,36068.968227438585,25396.112711848633,13173.991523080205,9345.429539379553,6285.89248217657,4562.231551390951,4214.5716471606565,5257.00045129663,6933.964929819046
