x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
13305.924242559393,8741.6538918781,9934.710579217062,8161.261933431614,5282.492355889415,3580.9738195422333,2515.2380580626336,2115.564343053691,2228.057946274503,3257.5956977342894,5031.925456762881,8178.745653482104
15124.0322360802,11147.529743183668,11660.471801558311,12951.63544550768,8177.670929435307,5177.351251169475,3751.8282829998116,3639.158667181399,3224.443567151423,3986.186051456326,5529.274272139636,8977.2928078124
14539.298823798026,14074.350174681545,9919.956305290129,5247.988752213144,6370.2469415128035,5676.896327284551,5624.6870888060175,4274.416265218974,4224.239027631196,4689.861192712038,8950.440490429228,12131.309378310278
17102.27534982529,15915.824711320973,9824.611064741612,8121.415089573236,4874.364299988163,2783.071286828514,3116.5892757811575,2335.3880937886433,1811.4875249938348,1831.5548306975513,2627.677827371647,8663.603403465397
12159.274049900536,14397.505781660428,7891.171711611898,6590.777197879675,3699.4793226357706,1575.7661085663503,619.5165748914953,479.73369019995187,492.0547632474227,998.4601234505826,3168.700992558834,7273.990508883584
10460.88956783648,12372.606867815723,11916.36551210187,7635.162762289651,4484.246325548779,1886.9889901597132,1284.1465525343244,1192.946131671335,996.8486473927927,2505.424231472817,4241.7158567226825,9875.833880910826
9937.781778872322,12311.551269807436,9898.027310352687,11164.947458534247,6530.443740451097,3872.5288513637543,2794.010791040244,2643.326756676091,3433.1526938310644,3072.348853465394,4331.5386876404145,8527.720771542443
12842.627068999167,11270.472840167971,8695.530425023057,8036.50419944767,3303.135674144807,1663.8458172798967,1040.0290634207106,868.9833620780821,520.1241597564843,1106.4730515649574,3126.2349902042283,6762.875109544547
13211.791820333036,15035.521038608604,13012.657519961122,13693.472103914288,9161.557744109332,8294.901609371818,8679.187391222722,7701.934884326422,7728.74350474915,7499.542469142709,9733.680635531784,13030.867270589335
12272.321580810207,14583.899608440435,11715.994613330151,9142.399749657676,4655.019387952253,2377.4806305948073,2364.383285540999,1483.3012931020162,1249.0911495089772,2084.9345744040074,3970.681623166516,6296.829908749147
9599.094496470721,11286.451658748609,13431.421326907688,13722.419741615597,7709.625682779601,7528.21672512657,6441.1503129591565,6885.3351414492545,4572.777270512358,6509.505505661574,9054.431347836142,18245.43313287141
11903.025988503598,9962.905237519604,12523.96856296411,10486.985630898653,8321.217210607254,4091.2856364326685,2387.2391287082182,1901.8619434936115,2592.0651622563682,2570.1229162480063,4353.318387480916,9012.823656577824
13953.351407495478,14204.956169011482,9734.996222627595,8640.030083794827,4891.2085420607045,3360.357881238476,3520.1884366948493,2999.8385571009694,3630.966724041011,4310.920275913633,5643.476755631346,12701.387027169609
13673.534522810456,14654.675882819884,9797.98756505532,9466.753800913724,5029.693133363307,3023.456173559349,2662.307871072525,1783.4712629876913,1959.68548565756,2320.3540976159193,5055.511171021024,8668.302853620547
13709.923739968059,11106.648364379449,13386.63876235377,9174.31850761966,7376.518438416556,4416.166556863899,3747.85504779934,2552.184424886156,2646.272643551752,3843.4830504259403,6527.998446470317,10642.89630898397
9773.985148162568,10226.746116390746,8910.33338920251,6826.021572932099,4688.438890737346,2848.72606601503,2049.9955458344957,2597.303921121686,2227.16851729078,2768.713814505282,4600.874929764663,10794.926928016188
16506.806122825976,14998.682200565228,14973.964668547684,10141.36499753607,8529.2035294207,5120.408807247523,4267.189783240707,3028.361331979132,3181.5803710165683,2798.949160995621,5352.976306539211,9210.68822675322
10588.312436440745,9513.36496011123,12585.464167483166,10268.34629484118,5246.629401955418,3174.8433040261007,2424.736513926671,2509.7654404434015,1676.2447571426746,1607.9178462507641,2722.572344291613,7781.443795413659
17583.833702685315,16089.404891311853,14766.026296780214,12574.33746912763,9316.378108229996,5890.804466978407,4531.701070002852,4886.938190316703,4703.007777942524,6299.597177315507,6450.957361580755,7638.424400292761
12027.16502493795,10458.61630893605,12330.071288953557,11891.311156262977,5969.351225302849,4707.321289257898,3912.449658847841,2325.0138594708983,1669.9490426787254,1904.107080811926,3751.7746565059992,6536.269928735617
16911.93766287231,12962.742229468831,16629.01524699365,17431.818076574782,11563.376248162676,9144.042563009496,6587.920760959952,5722.767359260114,3989.1031769638153,3657.8647884961642,5090.513315308419,9964.389034156808
14033.07386018241,18966.28306977456,16074.125823316728,13177.072346587447,10798.925790116009,10440.958776390162,8573.159483034431,7603.835665064189,6372.756942031349,6241.760811598043,8147.7282705332045,12209.815910045123
14552.1604173343,11923.096913383912,8332.201425115682,6997.1792571524375,5532.1856983374855,4989.607727238302,4424.585724499207,3512.6207241394773,4031.5874049675876,3521.54241961017,5267.749946703968,10914.213475154318
12679.009195445866,14276.238439265475,19148.061166462267,15500.153873448313,6000.908901406077,3891.0966044414595,3574.6490399649374,2595.4566305494004,2068.7408238478047,1918.3488860709363,4770.126520374639,9338.404334022389
16102.225474340716,20944.531039306858,21186.461003737448,22474.733586649178,14017.747608756745,12006.847178057851,10440.103790309093,9679.040007270969,8661.19851900476,7019.060240974719,7507.412231407983,10956.631664668897
12792.684957353074,14826.892625805442,15843.62453680845,11346.018020385267,7107.487909428084,4783.6125785688,4302.2833066787825,3706.0438385310686,3707.681273517011,4828.467096150026,5127.198223115231,9333.243919953395
9647.934581859485,9627.582883993453,8499.328086201498,8035.268903339728,8392.913242990855,6984.293761565629,5457.643036427523,5093.67403380915,5236.452075158517,4836.755551952254,4858.031197131206,7916.439425981785
11923.566764171901,10317.129223109434,8366.087779237481,6986.825407365435,5175.937229608637,4194.903774009133,3132.9944178799697,3469.576685332016,3062.618468490397,3112.4124103773147,6447.443089506406,11544.395027101094
12289.287398123995,15640.706990798524,8422.06263366111,8429.53891629691,4468.941773815964,2181.8530005824045,1570.65259805473,1453.9289179473014,1479.5137479378382,2428.9725192787373,4182.149249831103,8947.37281248642
16853.61579763562,12273.63143367157,14222.758153131399,13591.430975540035,11034.565782309419,9519.471110358609,8055.885312919107,7955.128555345821,6270.611517572417,4406.6260907348,5371.940663172665,11599.19816656711
15271.108222820407,13058.605069064362,8901.09439053806,7213.843093309619,5998.65486514191,3394.804035578576,3470.528110901859,4349.280264828806,3287.3876804002084,3377.0683668429124,4363.025796812476,6514.875703446349
11084.37717667043,10788.074622544253,5949.697184919461,5025.7877068580265,4566.758122948711,3753.748768770018,3047.2409102336355,2374.2348424441193,1949.3771133827613,2470.7312766057503,3445.266648547982,6207.238810212188
11926.242142225945,13269.817766193168,11334.367523240857,11393.421279674643,5009.872461819504,2746.7252070928707,1876.7252390472167,1381.2087315197923,1624.074727440404,2407.76080522001,4620.289514677862,9197.430688447841
12132.104685966682,14761.822302272278,12646.96197680877,10134.079256830146,4518.577812930223,2351.7416592991044,1840.079811425569,1610.0077623748084,1562.4504586535113,2035.1906666372288,3881.4138592420086,7595.967838429887
11430.56207568859,16189.246689395495,17680.8909655147,13258.603292956948,7629.923110547177,6106.55812742187,5331.730699401015,4609.816693887982,4079.9733586942457,4647.887944125022,7069.5083778393555,10715.161019862006
13483.701026589122,8492.87214119841,8494.578608602098,8641.3108048362,5550.955151073802,3180.4334802497337,2225.041406955325,2418.1795715171074,2035.0436265163853,3408.3376730450454,3910.2484433474624,8543.68455532977
11534.623445705593,9602.271657840396,8393.958538679652,6687.809145323077,3516.3270641521945,2357.5693031346445,1209.1208572361297,1104.8003904182592,1095.920815749874,1787.3098649292374,3491.9721192262245,6788.506840720886
13528.940034024652,16102.628920240106,15877.859738972542,10278.60846491612,7328.843357995428,4643.648422698981,6633.014058604011,6107.8847897296955,7282.443948271786,4067.2746466126646,6678.799854413145,12374.008050477303
10237.416346436372,8388.56352798402,6595.986045222877,6047.657745572491,4394.656196922725,2157.8113733533387,1259.4089017602112,1220.6605553624609,1447.083489392329,2242.3693754445035,3698.974211425462,10902.304456459286
13464.323358152025,12935.993415453564,10587.114966094596,8523.219015127379,4035.0246580804765,3324.0288998057367,2074.4840299117254,2164.738928936155,1764.869200066096,1955.624083959975,3850.4088708704003,6025.729815726432
10517.653748527797,14601.625721673396,15202.506026326666,12926.759536923148,8425.946770719846,7014.692348449337,6725.787892332426,5130.2228880729635,4339.398564122371,3590.337596151663,6860.927957045804,9795.465153386169
15600.597580284444,13379.383237024878,13100.681832605555,9407.03805232407,5598.788636685908,6400.036639234195,6240.140400992066,5903.073857497055,3846.7121738094,2959.996401100406,2636.4105582005222,6521.3290609828655
19258.749188598682,16416.470163456885,18793.777997391262,16697.714581715383,9531.358363887795,6694.068292497414,4679.230127808982,4817.108362347495,3999.072868017343,4675.437533020998,4780.752249135668,9429.021228462969
14403.156554231387,11629.4940553055,11810.937997025878,8056.526483939532,3826.754604902957,2019.1886197855265,1134.6532919882202,878.1417361939858,889.2458306476884,1842.15271708054,4153.721636074633,6026.752166953395
14492.53030945443,15506.311583746214,9348.110093706104,7099.913506085624,5265.135840184242,4089.195401268864,3258.60402599116,3902.9083080217115,4030.634223138448,4085.10958860914,7445.514646784787,13065.714256626266
10631.375489656444,11731.835503828566,15544.12069235617,11354.502582366511,8200.834108790505,6475.004598028918,9467.741022875345,8677.879934458013,7842.986420715021,6321.578351740551,8487.923655923514,14568.916494486708
10146.109905868927,11556.693606327402,13971.678629859494,9980.212439336698,5782.573540746264,3590.7227265249194,3389.0770173788824,3017.108067271775,2731.067432336548,3348.3547817054555,3231.5293478157605,7570.387088291598
12199.656953422085,9317.389077530217,7080.62811216549,7355.121482039609,6620.666282418514,5565.448812419644,4191.283298246867,2729.767745768567,2300.9501589132747,2232.606294088617,3625.8967136349197,6138.536302211179
8573.422560237761,12841.966751881773,8709.751870700666,4775.586017982915,2822.1322584257723,1321.7436793855913,710.4564728091489,498.7993068780008,569.9650114006654,1012.4066332344186,2438.6669447497075,5953.661046116959
9914.644811742612,9365.562328402402,9523.545808175257,9511.884589100458,5804.509228030124,3719.554492980724,3053.047075366699,2264.6335041052234,2230.1923351673117,2228.0329970906723,3836.9619838630774,7973.862620491631
12377.47615659234,14291.127544126044,17294.606791532344,11267.76548757361,4824.8201266960505,3950.4002391676054,3378.1399920388603,4198.119797370379,4740.949108726903,5020.767573466109,5103.680771014912,9588.59041670311
9289.645137046113,9140.81117378612,10430.972576513333,10645.125519154622,8158.628316753237,6316.4828837013065,3602.2057153281976,2536.101614930037,2091.24523672341,1874.400557113365,3145.917821399929,7864.860401150791
15210.10963679984,14637.230190919796,13965.270645198909,11378.35211252224,9600.428283468973,9393.721633640555,11782.782609719538,9622.920065491211,7007.733828410716,6543.529642691467,11466.5684209526,17302.853050711918
13485.613271623777,13272.474310315683,13997.089666522043,12933.167726489946,8923.627875461576,7872.545679082092,6911.043530482219,6725.6821464289305,8248.789043763236,7462.021724167877,11075.070959825538,19119.67699567619
19803.174485853444,15323.542980892475,12180.818392603634,7326.247105233725,5338.48474972795,3057.74166291149,2561.960288905745,2283.420086524876,1418.5677738378104,1734.9871967804766,3294.4048619951022,9367.930399069637
10859.74767561279,18255.367804786303,19772.800900252485,13204.759254569106,6371.668523426744,5260.642092267097,5001.272484747985,4350.740106022137,3645.0944698326844,5072.034789947054,7736.817963924357,16254.982500610853
13200.892002850265,11763.490441267228,12017.80268480092,15009.445725945501,9036.2119966794,10491.639191663384,14425.418608156622,10532.050288847326,11315.180812449682,7936.259078565863,11923.576961150597,15708.408175905692
15247.116298480727,18031.87074457937,16116.673692138618,12902.662643448928,7734.667781860371,6527.6765907780755,5844.834769891559,5733.062615929511,4714.850460170801,3720.988990542873,5596.223261382524,15668.329977266101
13114.877667366927,13004.331392084674,9767.805193982138,7290.379220900676,4453.987796114981,3384.4628014995283,3033.730482530085,3228.603864504176,3709.355308975743,3474.3114166441214,3936.768132658688,6569.950945332856
